city,year,month,time_mean
челябинск,2024,Ноябрь,2023-05-20 08:21:22.133333248
челябинск,2024,Декабрь,2023-05-20 07:12:17.129032192
грозный,2024,Январь,2023-05-20 07:49:02.064515840
грозный,2024,Февраль,2023-05-20 09:41:53.827586304
грозный,2024,Март,2023-05-20 11:58:22.806451968
грозный,2024,Апрель,2023-05-20 14:18:32.299999744
грозный,2024,Май,2023-05-20 16:24:08.032258048
грозный,2024,Июнь,2023-05-20 17:32:28.799999744
грозный,2024,Июль,2023-05-20 15:03:58.419355136
грозный,2024,Август,2023-05-20 15:01:50.548387072
грозный,2024,Сентябрь,2023-05-20 12:45:50.400000256
грозный,2024,Октябрь,2023-05-20 10:27:21.580645376
грозный,2024,Ноябрь,2023-05-20 08:21:22.133333248
грозный,2024,Декабрь,2023-05-20 07:12:17.129032192
чебоксары,2024,Январь,2023-05-20 07:49:02.064515840
чебоксары,2024,Февраль,2023-05-20 09:41:53.827586304
чебоксары,2024,Март,2023-05-20 11:58:22.806451968
чебоксары,2024,Апрель,2023-05-20 14:18:32.299999744
чебоксары,2024,Май,2023-05-20 16:24:08.032258048
чебоксары,2024,Июнь,2023-05-20 17:32:28.799999744
чебоксары,2024,Июль,2023-05-20 16:55:57.387096832
чебоксары,2024,Август,2023-05-20 15:01:50.548387072
чебоксары,2024,Сентябрь,2023-05-20 12:45:50.400000256
чебоксары,2024,Октябрь,2023-05-20 10:27:21.580645376
чебоксары,2024,Ноябрь,2023-05-20 08:21:22.133333248
чебоксары,2024,Декабрь,2023-05-20 07:12:17.129032192
салехард,2024,Январь,2023-05-20 07:49:02.064515840
салехард,2024,Февраль,2023-05-20 09:41:53.827586304
салехард,2024,Март,2023-05-20 11:58:22.806451968
салехард,2024,Апрель,2023-05-20 15:40:49.066666752
салехард,2024,Май,2023-05-20 19:55:08.129031936
салехард,2024,Июнь,2023-05-20 17:32:28.799999744
салехард,2024,Июль,2023-05-20 16:55:57.387096832
салехард,2024,Август,2023-05-20 15:01:50.548387072
салехард,2024,Сентябрь,2023-05-20 12:45:50.400000256
салехард,2024,Октябрь,2023-05-20 10:27:21.580645376
салехард,2024,Ноябрь,2023-05-20 08:21:22.133333248
салехард,2024,Декабрь,2023-05-20 07:12:17.129032192
ярославль,2024,Январь,2023-05-20 07:49:02.064515840
ярославль,2024,Февраль,2023-05-20 09:41:53.827586304
ярославль,2024,Март,2023-05-20 11:58:22.806451968
ярославль,2024,Апрель,2023-05-20 14:18:32.299999744
ярославль,2024,Май,2023-05-20 16:24:08.032258048
ярославль,2024,Июнь,2023-05-20 17:32:28.799999744
ярославль,2024,Июль,2023-05-20 16:55:57.387096832
ярославль,2024,Август,2023-05-20 15:01:50.548387072
ярославль,2024,Сентябрь,2023-05-20 12:45:50.400000256
ярославль,2024,Октябрь,2023-05-20 10:27:21.580645376
ярославль,2024,Ноябрь,2023-05-20 08:21:22.133333248
ярославль,2024,Декабрь,2023-05-20 07:12:17.129032192
симферополь,2024,Январь,2023-05-20 07:49:02.064515840
симферополь,2024,Февраль,2023-05-20 09:41:53.827586304
симферополь,2024,Март,2023-05-20 11:58:22.806451968
симферополь,2024,Апрель,2023-05-20 14:18:32.299999744
симферополь,2024,Май,2023-05-20 14:55:44.096773888
симферополь,2024,Июнь,2023-05-20 15:36:38.133333760
симферополь,2024,Июль,2023-05-20 16:55:57.387096832
симферополь,2024,Август,2023-05-20 15:01:50.548387072
симферополь,2024,Сентябрь,2023-05-20 12:32:51.366666496
симферополь,2024,Октябрь,2023-05-20 10:27:21.580645376
симферополь,2024,Ноябрь,2023-05-20 08:21:22.133333248
симферополь,2024,Декабрь,2023-05-20 07:12:17.129032192
магас,2024,Январь,2023-05-20 09:26:51.096773888
магас,2024,Февраль,2023-05-20 09:41:53.827586304
магас,2024,Март,2023-05-20 11:58:22.806451968
магас,2024,Апрель,2023-05-20 13:29:43.733333248
магас,2024,Май,2023-05-20 16:24:08.032258048
магас,2024,Июнь,2023-05-20 17:32:28.799999744
магас,2024,Июль,2023-05-20 16:55:57.387096832
магас,2024,Август,2023-05-20 15:01:50.548387072
магас,2024,Сентябрь,2023-05-20 12:45:50.400000256
магас,2024,Октябрь,2023-05-20 10:27:21.580645376
магас,2024,Ноябрь,2023-05-20 08:21:22.133333248
магас,2024,Декабрь,2023-05-20 07:12:17.129032192
анадырь,2024,Январь,2023-05-20 07:49:02.064515840
анадырь,2024,Февраль,2023-05-20 09:41:53.827586304
анадырь,2024,Март,2023-05-20 11:58:22.806451968
анадырь,2024,Апрель,2023-05-20 15:19:36.666666752
анадырь,2024,Май,2023-05-20 16:24:08.032258048
анадырь,2024,Июнь,2023-05-20 17:32:28.799999744
анадырь,2024,Июль,2023-05-20 16:55:57.387096832
анадырь,2024,Август,2023-05-20 15:01:50.548387072
анадырь,2024,Сентябрь,2023-05-20 12:45:50.400000256
анадырь,2024,Октябрь,2023-05-20 10:27:21.580645376
анадырь,2024,Ноябрь,2023-05-20 08:21:22.133333248
анадырь,2024,Декабрь,2023-05-20 07:12:17.129032192
